file_index,file_name,exp_file,board_position,channel,condition,condition_label,condition_short,sex,substrate,substrate_side,substrate_label
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,11,80,4,24h wet starved + 30 min refed,24h refed,F,1,left,100 mM sucrose
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,11,81,4,24h wet starved + 30 min refed,24h refed,F,2,right,100 mM sucrose
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,11,82,4,24h wet starved + 30 min refed,24h refed,F,1,left,100 mM sucrose
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,11,83,4,24h wet starved + 30 min refed,24h refed,F,2,right,100 mM sucrose
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,11,84,4,24h wet starved + 30 min refed,24h refed,F,1,left,100 mM sucrose
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,11,85,4,24h wet starved + 30 min refed,24h refed,F,2,right,100 mM sucrose
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,11,86,4,24h wet starved + 30 min refed,24h refed,F,1,left,100 mM sucrose
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,11,87,4,24h wet starved + 30 min refed,24h refed,F,2,right,100 mM sucrose
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,12,88,4,24h wet starved + 30 min refed,24h refed,M,1,left,100 mM sucrose
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,12,89,4,24h wet starved + 30 min refed,24h refed,M,2,right,100 mM sucrose
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,12,90,4,24h wet starved + 30 min refed,24h refed,M,1,left,100 mM sucrose
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,12,91,4,24h wet starved + 30 min refed,24h refed,M,2,right,100 mM sucrose
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,12,92,4,24h wet starved + 30 min refed,24h refed,M,1,left,100 mM sucrose
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,12,93,4,24h wet starved + 30 min refed,24h refed,M,2,right,100 mM sucrose
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,12,94,4,24h wet starved + 30 min refed,24h refed,M,1,left,100 mM sucrose
1,CapacitanceData_C01_01_96_2024-02-15T13_12_33.0378752+01_00,exp_1.txt,12,95,4,24h wet starved + 30 min refed,24h refed,M,2,right,100 mM sucrose
